round,hv024,state,shdist,nfhs_district_name,matched_census_district,census_distid,census_source_year,match_score,match_source,district_uid
NFHS-1,19,punjab,10,SANGRUR,Sangrur,10,1991,100.0,fuzzy,punjab_10
NFHS-1,19,punjab,10,SANGRUR,Sangrur,10,1991,100.0,fuzzy,punjab_10
NFHS-1,19,punjab,11,BATHINDA,Bathinda,11,1991,100.0,fuzzy,punjab_11
NFHS-1,19,punjab,11,BATHINDA,Bathinda,11,1991,100.0,fuzzy,punjab_11
NFHS-1,19,punjab,12,FARIDKOT,Faridkot,12,1991,100.0,fuzzy,punjab_12
NFHS-1,19,punjab,12,FARIDKOT,Faridkot,12,1991,100.0,fuzzy,punjab_12
NFHS-1,20,rajasthan,1,GANGANAGAR,Ganganagar,1,1991,100.0,fuzzy,rajasthan_1
NFHS-1,20,rajasthan,1,GANGANAGAR,Ganganagar,1,1991,100.0,fuzzy,rajasthan_1
NFHS-1,20,rajasthan,3,CHURU,Churu,3,1991,100.0,fuzzy,rajasthan_3
NFHS-1,20,rajasthan,3,CHURU,Churu,3,1991,100.0,fuzzy,rajasthan_3
NFHS-1,20,rajasthan,4,JHUNJHUNUN,Jhunjhunu,4,1991,94.73684210526316,fuzzy,rajasthan_4
NFHS-1,20,rajasthan,4,JHUNJHUNUN,Jhunjhunu,4,1991,94.73684210526316,fuzzy,rajasthan_4
NFHS-1,20,rajasthan,5,ALWAR,Alwar,5,1991,100.0,fuzzy,rajasthan_5
NFHS-1,20,rajasthan,5,ALWAR,Alwar,5,1991,100.0,fuzzy,rajasthan_5
NFHS-1,20,rajasthan,6,BHARATPUR,Bharatpur,6,1991,100.0,fuzzy,rajasthan_6
NFHS-1,20,rajasthan,6,BHARATPUR,Bharatpur,6,1991,100.0,fuzzy,rajasthan_6
NFHS-1,20,rajasthan,7,DHAULPUR,Dholpur,7,1991,100.0,manual_override,rajasthan_7
NFHS-1,20,rajasthan,7,DHAULPUR,Dholpur,7,1991,100.0,manual_override,rajasthan_7
NFHS-1,20,rajasthan,8,SAWAI MADHOPUR,Sawai Madhopur,8,1991,100.0,fuzzy,rajasthan_8
NFHS-1,20,rajasthan,8,SAWAI MADHOPUR,Sawai Madhopur,8,1991,100.0,fuzzy,rajasthan_8
NFHS-1,20,rajasthan,9,JAIPUR,Jaipur,9,1991,100.0,fuzzy,rajasthan_9
NFHS-1,20,rajasthan,9,JAIPUR,Jaipur,9,1991,100.0,fuzzy,rajasthan_9
NFHS-1,20,rajasthan,10,SIKAR,Sikar,10,1991,100.0,fuzzy,rajasthan_10
NFHS-1,20,rajasthan,10,SIKAR,Sikar,10,1991,100.0,fuzzy,rajasthan_10
NFHS-1,20,rajasthan,11,AJMER,Ajmer,11,1991,100.0,fuzzy,rajasthan_11
NFHS-1,20,rajasthan,11,AJMER,Ajmer,11,1991,100.0,fuzzy,rajasthan_11
NFHS-1,20,rajasthan,12,TONK,Tonk,12,1991,100.0,fuzzy,rajasthan_12
NFHS-1,20,rajasthan,12,TONK,Tonk,12,1991,100.0,fuzzy,rajasthan_12
NFHS-1,20,rajasthan,13,JAISALMER,Jaisalmer,13,1991,100.0,fuzzy,rajasthan_13
NFHS-1,20,rajasthan,13,JAISALMER,Jaisalmer,13,1991,100.0,fuzzy,rajasthan_13
NFHS-1,20,rajasthan,14,JODHPUR,Jodhpur,14,1991,100.0,fuzzy,rajasthan_14
NFHS-1,20,rajasthan,14,JODHPUR,Jodhpur,14,1991,100.0,fuzzy,rajasthan_14
NFHS-1,20,rajasthan,15,NAGAUR,Nagaur,15,1991,100.0,fuzzy,rajasthan_15
NFHS-1,20,rajasthan,15,NAGAUR,Nagaur,15,1991,100.0,fuzzy,rajasthan_15
NFHS-1,20,rajasthan,16,PALI,Pali,16,1991,100.0,fuzzy,rajasthan_16
NFHS-1,20,rajasthan,16,PALI,Pali,16,1991,100.0,fuzzy,rajasthan_16
NFHS-1,20,rajasthan,17,BARMER,Barmer,17,1991,100.0,fuzzy,rajasthan_17
NFHS-1,20,rajasthan,17,BARMER,Barmer,17,1991,100.0,fuzzy,rajasthan_17
NFHS-1,20,rajasthan,18,JALOR,Jalaur,18,1991,100.0,manual_override,rajasthan_18
NFHS-1,20,rajasthan,18,JALOR,Jalaur,18,1991,100.0,manual_override,rajasthan_18
NFHS-1,20,rajasthan,19,SIROHI,Sirohi,19,1991,100.0,fuzzy,rajasthan_19
NFHS-1,20,rajasthan,19,SIROHI,Sirohi,19,1991,100.0,fuzzy,rajasthan_19
NFHS-1,20,rajasthan,20,BHILWARA,Bhilwara,20,1991,100.0,fuzzy,rajasthan_20
NFHS-1,20,rajasthan,20,BHILWARA,Bhilwara,20,1991,100.0,fuzzy,rajasthan_20
NFHS-1,20,rajasthan,21,UDAIPUR,Udaipur,21,1991,100.0,fuzzy,rajasthan_21
NFHS-1,20,rajasthan,21,UDAIPUR,Udaipur,21,1991,100.0,fuzzy,rajasthan_21
NFHS-1,20,rajasthan,22,CHITTAURGARH,Chittorgarh,22,1991,100.0,manual_override,rajasthan_22
NFHS-1,20,rajasthan,22,CHITTAURGARH,Chittorgarh,22,1991,100.0,manual_override,rajasthan_22
NFHS-1,20,rajasthan,23,DUNGARPUR,Dungarpur,23,1991,100.0,fuzzy,rajasthan_23
NFHS-1,20,rajasthan,23,DUNGARPUR,Dungarpur,23,1991,100.0,fuzzy,rajasthan_23
NFHS-1,20,rajasthan,25,BUNDI,Bundi,25,1991,100.0,fuzzy,rajasthan_25
NFHS-1,20,rajasthan,25,BUNDI,Bundi,25,1991,100.0,fuzzy,rajasthan_25
NFHS-1,20,rajasthan,26,KOTA,Kota,26,1991,100.0,fuzzy,rajasthan_26
NFHS-1,20,rajasthan,26,KOTA,Kota,26,1991,100.0,fuzzy,rajasthan_26
NFHS-1,20,rajasthan,2,BIKANER,Bikaner,2,1991,100.0,fuzzy,rajasthan_2
NFHS-1,20,rajasthan,2,BIKANER,Bikaner,2,1991,100.0,fuzzy,rajasthan_2
NFHS-1,22,tamil nadu,7,Salem,Salem,7,1991,100.0,fuzzy,tamil nadu_7
NFHS-1,22,tamil nadu,7,Salem,Salem,7,1991,100.0,fuzzy,tamil nadu_7
NFHS-1,22,tamil nadu,8,Periyar,Periyar,8,1991,100.0,fuzzy,tamil nadu_8
NFHS-1,22,tamil nadu,8,Periyar,Periyar,8,1991,100.0,fuzzy,tamil nadu_8
NFHS-1,22,tamil nadu,9,Nilgiris,Nilgiri,9,1991,93.33333333333333,fuzzy,tamil nadu_9
NFHS-1,22,tamil nadu,9,Nilgiris,Nilgiri,9,1991,93.33333333333333,fuzzy,tamil nadu_9
NFHS-1,22,tamil nadu,10,Coimbatore,Coimbatore,10,1991,100.0,fuzzy,tamil nadu_10
NFHS-1,22,tamil nadu,10,Coimbatore,Coimbatore,10,1991,100.0,fuzzy,tamil nadu_10
NFHS-1,22,tamil nadu,3,North Arcot Ambedkar,North Arcot-Ambedkar,3,1991,97.43589743589743,fuzzy,tamil nadu_3
NFHS-1,22,tamil nadu,3,North Arcot Ambedkar,North Arcot-Ambedkar,3,1991,97.43589743589743,fuzzy,tamil nadu_3
NFHS-1,22,tamil nadu,5,Tiruvannamalai Sambuvarayar,Tiruvannamalai-Sambuvara.,5,1991,92.0,fuzzy,tamil nadu_5
NFHS-1,22,tamil nadu,5,Tiruvannamalai Sambuvarayar,Tiruvannamalai-Sambuvara.,5,1991,92.0,fuzzy,tamil nadu_5
NFHS-1,22,tamil nadu,6,South Arcot,South Arcot,6,1991,100.0,fuzzy,tamil nadu_6
NFHS-1,22,tamil nadu,6,South Arcot,South Arcot,6,1991,100.0,fuzzy,tamil nadu_6
NFHS-1,22,tamil nadu,11,Dindigul-Anna,Dindigul Anna,11,1991,96.0,fuzzy,tamil nadu_11
NFHS-1,22,tamil nadu,11,Dindigul-Anna,Dindigul Anna,11,1991,96.0,fuzzy,tamil nadu_11
NFHS-1,22,tamil nadu,16,Madurai,Madurai,16,1991,100.0,fuzzy,tamil nadu_16
NFHS-1,22,tamil nadu,16,Madurai,Madurai,16,1991,100.0,fuzzy,tamil nadu_16
NFHS-1,22,tamil nadu,2,Chengalpattu-M.G.R.,Chengalpattu-mgr,2,1991,100.0,fuzzy,tamil nadu_2
NFHS-1,22,tamil nadu,2,Chengalpattu-M.G.R.,Chengalpattu-mgr,2,1991,100.0,fuzzy,tamil nadu_2
NFHS-1,22,tamil nadu,4,Dharmapuri,Dharmapuri,4,1991,100.0,fuzzy,tamil nadu_4
NFHS-1,22,tamil nadu,4,Dharmapuri,Dharmapuri,4,1991,100.0,fuzzy,tamil nadu_4
NFHS-1,22,tamil nadu,12,Tiruchirappalli,Tiruchirapalli,12,1991,96.55172413793103,fuzzy,tamil nadu_12
NFHS-1,22,tamil nadu,12,Tiruchirappalli,Tiruchirapalli,12,1991,96.55172413793103,fuzzy,tamil nadu_12
NFHS-1,22,tamil nadu,13,Thanjavur,Thanjavur,13,1991,100.0,fuzzy,tamil nadu_13
NFHS-1,22,tamil nadu,13,Thanjavur,Thanjavur,13,1991,100.0,fuzzy,tamil nadu_13
NFHS-1,22,tamil nadu,14,Pudukkottai,Puddukkottai,14,1991,95.65217391304348,fuzzy,tamil nadu_14
NFHS-1,22,tamil nadu,14,Pudukkottai,Puddukkottai,14,1991,95.65217391304348,fuzzy,tamil nadu_14
NFHS-1,22,tamil nadu,15,Pasumpon Muthuramalinga The,Pasumpon M. Thevar,15,1991,100.0,manual_override,tamil nadu_15
NFHS-1,22,tamil nadu,15,Pasumpon Muthuramalinga The,Pasumpon M. Thevar,15,1991,100.0,manual_override,tamil nadu_15
NFHS-1,22,tamil nadu,1,Chennai,Chengalpattu-mgr,2,1991,69.23076923076923,fuzzy,tamil nadu_2
NFHS-1,22,tamil nadu,1,Chennai,Chengalpattu-mgr,2,1991,69.23076923076923,fuzzy,tamil nadu_2
NFHS-1,22,tamil nadu,17,Kamarajar,Kamarajar,17,1991,100.0,fuzzy,tamil nadu_17
NFHS-1,22,tamil nadu,17,Kamarajar,Kamarajar,17,1991,100.0,fuzzy,tamil nadu_17
NFHS-1,23,west bengal,2,JALPAIGURI,Jalpaiguri,2,1991,100.0,fuzzy,west bengal_2
NFHS-1,23,west bengal,2,JALPAIGURI,Jalpaiguri,2,1991,100.0,fuzzy,west bengal_2
NFHS-1,23,west bengal,3,DARJILING,Darjiling,3,1991,100.0,fuzzy,west bengal_3
NFHS-1,23,west bengal,3,DARJILING,Darjiling,3,1991,100.0,fuzzy,west bengal_3
NFHS-1,23,west bengal,1,KOCHBIHAR,Koch Bihar,1,1991,94.73684210526316,fuzzy,west bengal_1
NFHS-1,23,west bengal,1,KOCHBIHAR,Koch Bihar,1,1991,94.73684210526316,fuzzy,west bengal_1
NFHS-1,23,west bengal,4,WEST DINAJPUR,West Dinajpur,4,1991,100.0,fuzzy,west bengal_4
NFHS-1,23,west bengal,4,WEST DINAJPUR,West Dinajpur,4,1991,100.0,fuzzy,west bengal_4
NFHS-1,23,west bengal,5,MALDAH,Maldah,5,1991,100.0,fuzzy,west bengal_5
NFHS-1,23,west bengal,5,MALDAH,Maldah,5,1991,100.0,fuzzy,west bengal_5
NFHS-1,23,west bengal,6,MURSHIDABAD,Murshidabad,6,1991,100.0,fuzzy,west bengal_6
NFHS-1,23,west bengal,6,MURSHIDABAD,Murshidabad,6,1991,100.0,fuzzy,west bengal_6
NFHS-1,23,west bengal,7,NADIA,Nadia,7,1991,100.0,fuzzy,west bengal_7
NFHS-1,23,west bengal,7,NADIA,Nadia,7,1991,100.0,fuzzy,west bengal_7
NFHS-1,23,west bengal,8,NORTH TWENTY FOUR PARGANAS,North 24 Paraganas,8,1991,85.5,fuzzy,west bengal_8
NFHS-1,23,west bengal,8,NORTH TWENTY FOUR PARGANAS,North 24 Paraganas,8,1991,85.5,fuzzy,west bengal_8
NFHS-1,23,west bengal,10,CALCUTTA,Calcutta,10,1991,100.0,fuzzy,west bengal_10
NFHS-1,23,west bengal,10,CALCUTTA,Calcutta,10,1991,100.0,fuzzy,west bengal_10
NFHS-1,23,west bengal,11,HAORA,Howrah,11,1991,100.0,manual_override,west bengal_11
NFHS-1,23,west bengal,11,HAORA,Howrah,11,1991,100.0,manual_override,west bengal_11
NFHS-1,23,west bengal,15,PURULIYA,Puruliya,15,1991,100.0,fuzzy,west bengal_15
NFHS-1,23,west bengal,15,PURULIYA,Puruliya,15,1991,100.0,fuzzy,west bengal_15
NFHS-1,23,west bengal,12,HUGLI,Hugli,12,1991,100.0,fuzzy,west bengal_12
NFHS-1,23,west bengal,12,HUGLI,Hugli,12,1991,100.0,fuzzy,west bengal_12
NFHS-1,23,west bengal,13,MEDINIPUR,Medinipur,13,1991,100.0,fuzzy,west bengal_13
NFHS-1,23,west bengal,13,MEDINIPUR,Medinipur,13,1991,100.0,fuzzy,west bengal_13
NFHS-1,23,west bengal,16,BARDDHAMAN,Barddhaman,16,1991,100.0,fuzzy,west bengal_16
NFHS-1,23,west bengal,16,BARDDHAMAN,Barddhaman,16,1991,100.0,fuzzy,west bengal_16
NFHS-1,23,west bengal,14,BANKURA,Bankura,14,1991,100.0,fuzzy,west bengal_14
NFHS-1,23,west bengal,14,BANKURA,Bankura,14,1991,100.0,fuzzy,west bengal_14
NFHS-1,23,west bengal,9,SOUTH TWENTY FOUR PARGANAS,South 24 Paraganas,9,1991,85.5,fuzzy,west bengal_9
NFHS-1,23,west bengal,9,SOUTH TWENTY FOUR PARGANAS,South 24 Paraganas,9,1991,85.5,fuzzy,west bengal_9
NFHS-1,24,uttar pradesh,2,Chamoli,Chamoli,2,1991,100.0,fuzzy,uttar pradesh_2
NFHS-1,24,uttar pradesh,2,Chamoli,Chamoli,2,1991,100.0,fuzzy,uttar pradesh_2
NFHS-1,24,uttar pradesh,3,Tehri Garhwal,Tehri Garhwal,3,1991,100.0,fuzzy,uttar pradesh_3
NFHS-1,24,uttar pradesh,3,Tehri Garhwal,Tehri Garhwal,3,1991,100.0,fuzzy,uttar pradesh_3
NFHS-1,24,uttar pradesh,4,Dehradun,Dehradun,4,1991,100.0,fuzzy,uttar pradesh_4
NFHS-1,24,uttar pradesh,4,Dehradun,Dehradun,4,1991,100.0,fuzzy,uttar pradesh_4
NFHS-1,24,uttar pradesh,5,Garhwal,Garhwal,5,1991,100.0,fuzzy,uttar pradesh_5
NFHS-1,24,uttar pradesh,5,Garhwal,Garhwal,5,1991,100.0,fuzzy,uttar pradesh_5
NFHS-1,24,uttar pradesh,6,Pithoragarh,Pithoragarh,6,1991,100.0,fuzzy,uttar pradesh_6
NFHS-1,24,uttar pradesh,6,Pithoragarh,Pithoragarh,6,1991,100.0,fuzzy,uttar pradesh_6
NFHS-1,24,uttar pradesh,7,Almora,Almora,7,1991,100.0,fuzzy,uttar pradesh_7
NFHS-1,24,uttar pradesh,7,Almora,Almora,7,1991,100.0,fuzzy,uttar pradesh_7
NFHS-1,24,uttar pradesh,8,Nainital,Nainital,8,1991,100.0,fuzzy,uttar pradesh_8
NFHS-1,24,uttar pradesh,8,Nainital,Nainital,8,1991,100.0,fuzzy,uttar pradesh_8
NFHS-1,24,uttar pradesh,9,Bijnor,Bijnor,9,1991,100.0,fuzzy,uttar pradesh_9
NFHS-1,24,uttar pradesh,9,Bijnor,Bijnor,9,1991,100.0,fuzzy,uttar pradesh_9
NFHS-1,24,uttar pradesh,10,Moradabad,Moradabad,10,1991,100.0,fuzzy,uttar pradesh_10
NFHS-1,24,uttar pradesh,10,Moradabad,Moradabad,10,1991,100.0,fuzzy,uttar pradesh_10
NFHS-1,24,uttar pradesh,11,Rampur,Rampur,11,1991,100.0,fuzzy,uttar pradesh_11
NFHS-1,24,uttar pradesh,11,Rampur,Rampur,11,1991,100.0,fuzzy,uttar pradesh_11
NFHS-1,24,uttar pradesh,12,Saharanpur,Saharanpur,12,1991,100.0,fuzzy,uttar pradesh_12
NFHS-1,24,uttar pradesh,12,Saharanpur,Saharanpur,12,1991,100.0,fuzzy,uttar pradesh_12
NFHS-1,24,uttar pradesh,13,Hardwar,Hardwar,13,1991,100.0,fuzzy,uttar pradesh_13
NFHS-1,24,uttar pradesh,13,Hardwar,Hardwar,13,1991,100.0,fuzzy,uttar pradesh_13
NFHS-1,24,uttar pradesh,15,Meerut,Meerut,15,1991,100.0,fuzzy,uttar pradesh_15
NFHS-1,24,uttar pradesh,15,Meerut,Meerut,15,1991,100.0,fuzzy,uttar pradesh_15
NFHS-1,24,uttar pradesh,16,Ghaziabad,Ghaziabad,16,1991,100.0,fuzzy,uttar pradesh_16
NFHS-1,24,uttar pradesh,16,Ghaziabad,Ghaziabad,16,1991,100.0,fuzzy,uttar pradesh_16
NFHS-1,24,uttar pradesh,14,Muzaffarnagar,Muzaffarnagar,14,1991,100.0,fuzzy,uttar pradesh_14
NFHS-1,24,uttar pradesh,14,Muzaffarnagar,Muzaffarnagar,14,1991,100.0,fuzzy,uttar pradesh_14
NFHS-1,24,uttar pradesh,17,Bulandshahr,Bulandshahr,17,1991,100.0,fuzzy,uttar pradesh_17
NFHS-1,24,uttar pradesh,17,Bulandshahr,Bulandshahr,17,1991,100.0,fuzzy,uttar pradesh_17
NFHS-1,24,uttar pradesh,18,Aligarh,Aligarh,18,1991,100.0,fuzzy,uttar pradesh_18
NFHS-1,24,uttar pradesh,18,Aligarh,Aligarh,18,1991,100.0,fuzzy,uttar pradesh_18
NFHS-1,24,uttar pradesh,19,Mathura,Mathura,19,1991,100.0,fuzzy,uttar pradesh_19
NFHS-1,24,uttar pradesh,19,Mathura,Mathura,19,1991,100.0,fuzzy,uttar pradesh_19
NFHS-1,24,uttar pradesh,20,Agra,Agra,20,1991,100.0,fuzzy,uttar pradesh_20
NFHS-1,24,uttar pradesh,20,Agra,Agra,20,1991,100.0,fuzzy,uttar pradesh_20
NFHS-1,24,uttar pradesh,21,Firozabad,Firozabad,21,1991,100.0,fuzzy,uttar pradesh_21
NFHS-1,24,uttar pradesh,21,Firozabad,Firozabad,21,1991,100.0,fuzzy,uttar pradesh_21
NFHS-1,24,uttar pradesh,22,Etah,Etah,22,1991,100.0,fuzzy,uttar pradesh_22
NFHS-1,24,uttar pradesh,22,Etah,Etah,22,1991,100.0,fuzzy,uttar pradesh_22
NFHS-1,24,uttar pradesh,23,Mainpuri,Mainpuri,23,1991,100.0,fuzzy,uttar pradesh_23
NFHS-1,24,uttar pradesh,23,Mainpuri,Mainpuri,23,1991,100.0,fuzzy,uttar pradesh_23
NFHS-1,24,uttar pradesh,24,Budaun,Budaun,24,1991,100.0,fuzzy,uttar pradesh_24
NFHS-1,24,uttar pradesh,24,Budaun,Budaun,24,1991,100.0,fuzzy,uttar pradesh_24
NFHS-1,24,uttar pradesh,25,Bareilly,Bareilly,25,1991,100.0,fuzzy,uttar pradesh_25
NFHS-1,24,uttar pradesh,25,Bareilly,Bareilly,25,1991,100.0,fuzzy,uttar pradesh_25
NFHS-1,24,uttar pradesh,26,Pilibhit,Pilibhit,26,1991,100.0,fuzzy,uttar pradesh_26
NFHS-1,24,uttar pradesh,26,Pilibhit,Pilibhit,26,1991,100.0,fuzzy,uttar pradesh_26
NFHS-1,24,uttar pradesh,27,Shahjahanpur,Shahjehanpur,27,1991,91.66666666666666,fuzzy,uttar pradesh_27
NFHS-1,24,uttar pradesh,27,Shahjahanpur,Shahjehanpur,27,1991,91.66666666666666,fuzzy,uttar pradesh_27
NFHS-1,24,uttar pradesh,36,Kanpur Dehat,Kanpur Dehat,36,1991,100.0,fuzzy,uttar pradesh_36
NFHS-1,24,uttar pradesh,36,Kanpur Dehat,Kanpur Dehat,36,1991,100.0,fuzzy,uttar pradesh_36
NFHS-1,24,uttar pradesh,28,Kheri,Kheri,28,1991,100.0,fuzzy,uttar pradesh_28
NFHS-1,24,uttar pradesh,28,Kheri,Kheri,28,1991,100.0,fuzzy,uttar pradesh_28
NFHS-1,24,uttar pradesh,29,Sitapur,Sitapur,29,1991,100.0,fuzzy,uttar pradesh_29
NFHS-1,24,uttar pradesh,29,Sitapur,Sitapur,29,1991,100.0,fuzzy,uttar pradesh_29
NFHS-1,24,uttar pradesh,30,Hardoi,Hardoi,30,1991,100.0,fuzzy,uttar pradesh_30
NFHS-1,24,uttar pradesh,30,Hardoi,Hardoi,30,1991,100.0,fuzzy,uttar pradesh_30
NFHS-1,24,uttar pradesh,37,Kanpur Nagar,Kanpur Nagar,37,1991,100.0,fuzzy,uttar pradesh_37
NFHS-1,24,uttar pradesh,37,Kanpur Nagar,Kanpur Nagar,37,1991,100.0,fuzzy,uttar pradesh_37
NFHS-1,24,uttar pradesh,38,Jalaun,Jalaun,38,1991,100.0,fuzzy,uttar pradesh_38
NFHS-1,24,uttar pradesh,38,Jalaun,Jalaun,38,1991,100.0,fuzzy,uttar pradesh_38
NFHS-1,24,uttar pradesh,39,Jhansi,Jhansi,39,1991,100.0,fuzzy,uttar pradesh_39
NFHS-1,24,uttar pradesh,39,Jhansi,Jhansi,39,1991,100.0,fuzzy,uttar pradesh_39
NFHS-1,24,uttar pradesh,41,Hamirpur,Hamirpur,41,1991,100.0,fuzzy,uttar pradesh_41
NFHS-1,24,uttar pradesh,41,Hamirpur,Hamirpur,41,1991,100.0,fuzzy,uttar pradesh_41
NFHS-1,24,uttar pradesh,42,Banda,Banda,42,1991,100.0,fuzzy,uttar pradesh_42
NFHS-1,24,uttar pradesh,42,Banda,Banda,42,1991,100.0,fuzzy,uttar pradesh_42
NFHS-1,24,uttar pradesh,43,Fatehpur,Fatehpur,43,1991,100.0,fuzzy,uttar pradesh_43
NFHS-1,24,uttar pradesh,43,Fatehpur,Fatehpur,43,1991,100.0,fuzzy,uttar pradesh_43
NFHS-1,24,uttar pradesh,44,Pratapgarh,Pratapgarh,44,1991,100.0,fuzzy,uttar pradesh_44
NFHS-1,24,uttar pradesh,44,Pratapgarh,Pratapgarh,44,1991,100.0,fuzzy,uttar pradesh_44
NFHS-1,24,uttar pradesh,45,Allahabad,Allahabad,45,1991,100.0,fuzzy,uttar pradesh_45
NFHS-1,24,uttar pradesh,45,Allahabad,Allahabad,45,1991,100.0,fuzzy,uttar pradesh_45
NFHS-1,24,uttar pradesh,46,Bahraich,Bahraich,46,1991,100.0,fuzzy,uttar pradesh_46
NFHS-1,24,uttar pradesh,46,Bahraich,Bahraich,46,1991,100.0,fuzzy,uttar pradesh_46
NFHS-1,24,uttar pradesh,47,Gonda,Gonda,47,1991,100.0,fuzzy,uttar pradesh_47
NFHS-1,24,uttar pradesh,47,Gonda,Gonda,47,1991,100.0,fuzzy,uttar pradesh_47
NFHS-1,24,uttar pradesh,48,Barabanki,Barabanki,48,1991,100.0,fuzzy,uttar pradesh_48
NFHS-1,24,uttar pradesh,48,Barabanki,Barabanki,48,1991,100.0,fuzzy,uttar pradesh_48
NFHS-1,24,uttar pradesh,49,Faizabad,Faizabad,49,1991,100.0,fuzzy,uttar pradesh_49
NFHS-1,24,uttar pradesh,49,Faizabad,Faizabad,49,1991,100.0,fuzzy,uttar pradesh_49
NFHS-1,24,uttar pradesh,50,Sultanpur,Sultanpur,50,1991,100.0,fuzzy,uttar pradesh_50
NFHS-1,24,uttar pradesh,50,Sultanpur,Sultanpur,50,1991,100.0,fuzzy,uttar pradesh_50
NFHS-1,24,uttar pradesh,51,Siddharthnagar,Siddharth Nagar,51,1991,96.55172413793103,fuzzy,uttar pradesh_51
NFHS-1,24,uttar pradesh,51,Siddharthnagar,Siddharth Nagar,51,1991,96.55172413793103,fuzzy,uttar pradesh_51
NFHS-1,24,uttar pradesh,52,Mahrajganj,Maharajganj,52,1991,95.23809523809523,fuzzy,uttar pradesh_52
NFHS-1,24,uttar pradesh,52,Mahrajganj,Maharajganj,52,1991,95.23809523809523,fuzzy,uttar pradesh_52
NFHS-1,24,uttar pradesh,53,Basti,Basti,53,1991,100.0,fuzzy,uttar pradesh_53
NFHS-1,24,uttar pradesh,53,Basti,Basti,53,1991,100.0,fuzzy,uttar pradesh_53
NFHS-1,24,uttar pradesh,54,Gorakhpur,Gorakhpur,54,1991,100.0,fuzzy,uttar pradesh_54
NFHS-1,24,uttar pradesh,54,Gorakhpur,Gorakhpur,54,1991,100.0,fuzzy,uttar pradesh_54
NFHS-1,24,uttar pradesh,55,Deoria,Deoria,55,1991,100.0,fuzzy,uttar pradesh_55
NFHS-1,24,uttar pradesh,55,Deoria,Deoria,55,1991,100.0,fuzzy,uttar pradesh_55
NFHS-1,24,uttar pradesh,31,Unnao,Unnao,31,1991,100.0,fuzzy,uttar pradesh_31
NFHS-1,24,uttar pradesh,31,Unnao,Unnao,31,1991,100.0,fuzzy,uttar pradesh_31
NFHS-1,24,uttar pradesh,32,Lucknow,Lucknow,32,1991,100.0,fuzzy,uttar pradesh_32
NFHS-1,24,uttar pradesh,32,Lucknow,Lucknow,32,1991,100.0,fuzzy,uttar pradesh_32
NFHS-1,24,uttar pradesh,33,Rae Bareli,Rae Bareli,33,1991,100.0,fuzzy,uttar pradesh_33
NFHS-1,24,uttar pradesh,33,Rae Bareli,Rae Bareli,33,1991,100.0,fuzzy,uttar pradesh_33
NFHS-1,24,uttar pradesh,35,Etawah,Etawah,35,1991,100.0,fuzzy,uttar pradesh_35
NFHS-1,24,uttar pradesh,35,Etawah,Etawah,35,1991,100.0,fuzzy,uttar pradesh_35
NFHS-1,24,uttar pradesh,56,Mau,Mau,56,1991,100.0,fuzzy,uttar pradesh_56
NFHS-1,24,uttar pradesh,56,Mau,Mau,56,1991,100.0,fuzzy,uttar pradesh_56
NFHS-1,24,uttar pradesh,40,,Nainital,8,1991,72.0,fuzzy,uttar pradesh_8
NFHS-1,24,uttar pradesh,40,,Nainital,8,1991,72.0,fuzzy,uttar pradesh_8
NFHS-1,24,uttar pradesh,40,Lalitpur,Lalitpur,40,1991,100.0,fuzzy,uttar pradesh_40
NFHS-1,24,uttar pradesh,40,Lalitpur,Lalitpur,40,1991,100.0,fuzzy,uttar pradesh_40
NFHS-1,30,delhi,0,Delhi,Delhi,0,1991,100.0,fuzzy,delhi_0
NFHS-1,30,delhi,0,Delhi,Delhi,0,1991,100.0,fuzzy,delhi_0
NFHS-1,30,delhi,2,Delhi,Delhi,0,1991,100.0,fuzzy,delhi_0
NFHS-1,30,delhi,2,Delhi,Delhi,0,1991,100.0,fuzzy,delhi_0
NFHS-1,34,arunachal pradesh,1,TAWANG,Arunachal Pradesh,0,1991,36.0,fuzzy,arunachal pradesh_0
NFHS-1,34,arunachal pradesh,1,TAWANG,Arunachal Pradesh,0,1991,36.0,fuzzy,arunachal pradesh_0
NFHS-1,34,arunachal pradesh,2,WEST KAMENG,Arunachal Pradesh,0,1991,32.57142857142857,fuzzy,arunachal pradesh_0
NFHS-1,34,arunachal pradesh,2,WEST KAMENG,Arunachal Pradesh,0,1991,32.57142857142857,fuzzy,arunachal pradesh_0
NFHS-1,34,arunachal pradesh,3,EAST KAMENG,Arunachal Pradesh,0,1991,34.285714285714285,fuzzy,arunachal pradesh_0
NFHS-1,34,arunachal pradesh,3,EAST KAMENG,Arunachal Pradesh,0,1991,34.285714285714285,fuzzy,arunachal pradesh_0
NFHS-1,34,arunachal pradesh,4,LOWER SUBANSIRI,Arunachal Pradesh,0,1991,25.0,fuzzy,arunachal pradesh_0
NFHS-1,34,arunachal pradesh,4,LOWER SUBANSIRI,Arunachal Pradesh,0,1991,25.0,fuzzy,arunachal pradesh_0
NFHS-1,34,arunachal pradesh,5,UPPER SUBANSIRI,Arunachal Pradesh,0,1991,31.25,fuzzy,arunachal pradesh_0
NFHS-1,34,arunachal pradesh,5,UPPER SUBANSIRI,Arunachal Pradesh,0,1991,31.25,fuzzy,arunachal pradesh_0
